user_preferences;workout_plan;user_feedback
{'days': 4, 'split': 'push-pull', 'goals': 'general', 'cardio': True, 'muscles': ['legs', 'pull', 'push']};"[{'day': 'Push Day 1', 'exercises': ['Left neck stretch', 'walking bridge', 'Standing biceps stretch left', 'Upper Back', 'Push-Ups | Incline', 'Inverted Rows']}, {'day': 'Push Day 2', 'exercises': ['Tricep Pushdown on Cable', 'BUS DRIVERS', 'Skullcrusher SZ-bar', 'Dumbbell Bent Over Row', 'PRESS HORIZONTAL', 'Seated Dumbbell Side Lateral']}, {'day': 'Pull Day 1', 'exercises': ['Walking', 'Blackroll', 'Renegade Row', 'Dumbbell bicep curl to press', 'Bent Over Dumbbell Rows', 'Alternating Biceps Curls With Dumbbell']}, {'day': 'Pull Day 2', 'exercises': ['Front Lever', 'Cycling', 'Lat Pull Down (Leaning Back)', 'Underhand Lat Pull Down', 'Reverse Bar Curl', 'Dumbbell Concentration Curl']}, {'day': 'Leg Day', 'exercises': [""Dumbbell farmer's carrie"", 'Bodyweight Squat HD', 'Legs Curls', 'Legs Extensions', 'Calf Raises on Hackenschmitt Machine', 'Wall Drills']}, {'day': 'Cardio Day', 'exercises': ['Jump rope: basic jumps', 'Swimming 50m sprints', 'Running', '3D lunge warmup', 'Run - Interval Training', 'Jogging']}]";{'satisfaction': 5, 'progress': 2, 'adherence': 2, 'effectiveness': 8}
{'days': 5, 'split': 'push-pull', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['push', 'legs']};[{'day': 'Push Day 1', 'exercises': ['Close-grip Press-ups', 'Side Plank', 'Frog stand', 'Elliptical', 'Rowing, T-bar', 'Head turns']}, {'day': 'Push Day 2', 'exercises': ['Upright Row w/ Dumbbells', 'Cable Lateral Raises (Single Arm)', 'Shoulder Press, Barbell', 'Pendelay Rows', 'Cross-Bench Dumbbell Pullovers', 'Side to Side Push Ups']}, {'day': 'Leg Day', 'exercises': ['Side split squats left', 'Leg Extension', 'Dumbbell Split Squat', 'Legs Extensions', 'Crossbody Leg Swings', 'Leg Curls (standing)']}, {'day': 'Cardio Day', 'exercises': ['Run - Treadmill', 'Run - Interval Training', '3D lunge warmup', 'Stationary Bike', 'Jogging', 'Swimming 50m sprints']}];{'satisfaction': 7, 'progress': 6, 'adherence': 7, 'effectiveness': 8}
{'days': 3, 'split': 'push-pull', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['push', 'abs']};[{'day': 'Push Day 1', 'exercises': ['Shrugs on Multipress', 'Chest Press', 'Dumbbell close grip bench press', 'PRESS HORIZONTAL', 'Jerk OL', 'Dumbbell rear delt row']}, {'day': 'Abs Day', 'exercises': ['Sit-ups', 'Barbell Ab Rollout', 'Hollow Hold', 'Hanging Leg Raises', 'Incline Plank With Alternate Floor Touch', 'Abdominal Stabilization']}, {'day': 'Cardio Day', 'exercises': ['3D lunge warmup', 'Running', 'Run - Treadmill', 'Run', 'Zone 2 Running', 'Run - Interval Training']}];{'satisfaction': 4, 'progress': 4, 'adherence': 4, 'effectiveness': 3}
{'days': 5, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Dumbbell Lunges Walking', 'Legs Abductors', 'Jumping Jacks', 'Exercise Band Plantarflexion', 'Elevación de talón sentados', 'Dumbbell Split Squat']}];{'satisfaction': 7, 'progress': 8, 'adherence': 8, 'effectiveness': 8}
{'days': 3, 'split': 'push-pull', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Wall Squat', 'Romanian deadlift, single leg', 'Sumo Deadlifts (Barbell)', 'Low Box Squat - Wide Stance', 'Barbell Hack Squats', 'Nordic Curl']}, {'day': 'Cardio Day', 'exercises': ['High knees', 'Swimming 50m sprints', 'Jump rope: basic jumps', 'Jogging', '3D lunge warmup', 'Zone 2 Running']}];{'satisfaction': 5, 'progress': 1, 'adherence': 1, 'effectiveness': 5}
{'days': 6, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Knee to Chest Stretch', 'Sitting Calf Stretch (Dorsiflexion)', 'Wall Drills', 'Weighted Step-ups', 'Hack Squats', 'Leg Presses (wide)']}];{'satisfaction': 8, 'progress': 8, 'adherence': 9, 'effectiveness': 8}
{'days': 3, 'split': 'upper-lower', 'goals': 'general', 'cardio': False, 'muscles': ['abs', 'push', 'pull']};[{'day': 'Push Day 1', 'exercises': ['Dumbbell rear delt row', 'BUS DRIVERS', 'Wall Slides', 'Cable Cross-over', 'Double Kettlebell Clean and Press', 'Wall Pushup']}, {'day': 'Pull Day 1', 'exercises': ['Left levator scapulae stretch', 'Lat Pull Down (Straight Back)', 'Kettlebell deadlifts', 'Chin-ups', 'Lat Pull Down (close grip)', 'Lat Pull Down (Leaning Back)']}, {'day': 'Abs Day', 'exercises': ['Incline Plank With Alternate Floor Touch', 'Plate twist', 'Cable Woodchoppers', 'Bauchtrainer', 'Lying Leg Raise', 'L Hold']}];{'satisfaction': 1, 'progress': 3, 'adherence': 4, 'effectiveness': 3}
{'days': 3, 'split': 'full-body', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['push', 'pull', 'abs']};[{'day': 'Push Day 1', 'exercises': ['Triceps Extensions on Cable', 'Dumbbell Bent Over Row', 'Shoulder Press, on Multi Press', 'Decline Bench Press Barbell', 'Cobra Stretch', 'Pullover']}, {'day': 'Pull Day 1', 'exercises': ['Biceps Curl With Cable', 'Lat Pull DB', 'Long-Pulley, Narrow', 'Biceps Curls (Dumbbell)', 'Kettlebell deadlifts', 'Walking']}, {'day': 'Abs Day', 'exercises': ['Incline Plank With Alternate Floor Touch', 'TORSO TWIST', 'Hanging Leg Raises', 'Bird dog', 'Standing Side Crunches', 'Medicine ball booklet crunch']}];{'satisfaction': 5, 'progress': 3, 'adherence': 2, 'effectiveness': 1}
{'days': 4, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Stiff', 'Extensión de gluteos en polea', 'Hamstring Chokes', 'Double Leg Calf Raise', 'Calf Raise with machine (seated)', 'Leg Extension']}];{'satisfaction': 4, 'progress': 4, 'adherence': 1, 'effectiveness': 7}
{'days': 3, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['pull', 'legs', 'abs', 'push']};[{'day': 'Push Day 1', 'exercises': ['Shoulder dislocates', 'Wall Pushup', 'Pistol Squat', 'Shoulder Raise Side and Front DB', 'Push-Ups | Parallettes', 'Front lever tuck']}, {'day': 'Pull Day 1', 'exercises': ['Back neck stretch', 'Head tilts', 'PULL OVER POLEA ALTA', 'Seated Cable Rows', 'Lat Pull DB', 'Overhand Cable Curl']}, {'day': 'Leg Day', 'exercises': ['Leg Presses (wide)', 'Exercise Band Dorsiflexion', 'Low Box Squat - Wide Stance', 'Standing Soleus Stretch', 'Single Leg Hamstring Stretch', 'Extensión de gluteo en  máquina']}, {'day': 'Abs Day', 'exercises': ['Rotary Torso Machine', 'Hanging Leg Raises', 'Deadbug', 'Toe Taps', 'Splinter Sit-ups', 'Side Crunch']}, {'day': 'Cardio Day', 'exercises': ['Stationary Bike', 'Zone 2 Running', 'Jogging', 'Swimming 50m sprints', 'Jump rope: basic jumps', 'Cycling cardio session']}];{'satisfaction': 3, 'progress': 4, 'adherence': 0, 'effectiveness': 4}
{'days': 5, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['pull', 'push', 'abs']};[{'day': 'Push Day 1', 'exercises': ['Single Arm Plank to Row', 'Upright Row, SZ-bar', 'Decline Bench Press Barbell', 'Bag training', 'Triceps Extensions on Cable', 'Straight-arm Pull Down (rope Attachment)']}, {'day': 'Push Day 2', 'exercises': ['Single Arm Plank to Row', 'BlahBlah', 'Front pull wide', 'Head turns', 'Suspended crossess', 'Bench Press Narrow Grip']}, {'day': 'Pull Day 1', 'exercises': ['Curl de biceps con agarre prono', 'Bicipiti con trx', 'Trunk Rotation With Cable', 'Rowing, Seated', 'Rowing with TRX band', 'Biceps Curl With Cable']}, {'day': 'Pull Day 2', 'exercises': ['Remo maquina agarre estrecho supino', 'Scapula Pulls', 'Quadruped thoracic rotation right', 'Jalón abierto supino', 'Seated Cable Row', 'Single-arm Preacher Curl']}, {'day': 'Abs Day', 'exercises': ['Hanging Leg Raises', 'Planche de cote dynamique', 'L Hold', 'Kopfüber Gewichtaufheben', 'Crunches With Legs Up', 'Ball crunches']}, {'day': 'Cardio Day', 'exercises': ['Run - Interval Training', 'Run', 'Cycling cardio session', 'Run - Treadmill', 'Jump rope: basic jumps', '3D lunge warmup']}];{'satisfaction': 8, 'progress': 8, 'adherence': 6, 'effectiveness': 9}
{'days': 6, 'split': 'push-pull', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['push', 'abs']};[{'day': 'Push Day 1', 'exercises': ['Shrugs (Shoulder Raises)', 'Skullcrusher Dumbbells', 'Front Plate Raise', 'Plate Pinch Hold', 'Push Up', 'Shoulder Press, on Multi Press']}, {'day': 'Push Day 2', 'exercises': ['Shrugs (Shoulder Raises)', 'Skullcrusher Dumbbells', 'Lying Rotator Cuff Exercise', 'Seated Triceps Press', 'Pullover', 'Shoulder dislocates']}, {'day': 'Push Day 3', 'exercises': ['Triceps Dips (Assisted)', 'Side to Side Push Ups', 'Clean and Jerk OL', 'Straight Bar Cable Front Raise', 'Shrugs, Dumbbells', 'Lateral-to-Front Raises']}, {'day': 'Abs Day', 'exercises': ['Knee Raises', 'Plate twist', 'Leg Raises, Lying', 'Bird dog', 'Barbell Ab Rollout', 'Abdominal Stabilization']}, {'day': 'Cardio Day', 'exercises': ['Run - Treadmill', 'Stationary Bike', 'Cycling cardio session', 'Jump rope: basic jumps', 'High knees', 'Run - Interval Training']}];{'satisfaction': 8, 'progress': 8, 'adherence': 9, 'effectiveness': 8}
{'days': 6, 'split': 'push-pull', 'goals': 'general', 'cardio': False, 'muscles': ['abs', 'pull', 'push', 'legs']};[{'day': 'Push Day 1', 'exercises': ['Tricep Pushdown on Cable', 'knee push-ups', 'Barbell Triceps Extension', 'Dips Between Two Benches', 'Fly With Cable', 'Reverse Wood Chops']}, {'day': 'Push Day 2', 'exercises': ['Incline Bench Press - MP', 'Pullover', 'Rear Delt Raises', 'Trx Single Arm Bicep Curl', 'Front Plate Raise', 'Dumbbell upright-row']}, {'day': 'Push Day 3', 'exercises': ['Triceps Machine', 'Barbell Triceps Extension', 'Push-Ups | Parallettes', 'Cross-Bench Dumbbell Pullovers', 'Dumbbell close grip bench press', 'Tricep Pushdown on Cable']}, {'day': 'Pull Day 1', 'exercises': ['Reverse Grip Barbell Curls', 'Hammercurls on Cable', 'Remo maquina abierto supino', 'Lat Pull Down (Straight Back)', 'Lat Pull DB', 'Rowing, Lying on Bench']}, {'day': 'Pull Day 2', 'exercises': ['Rowing, Seated', 'Remo maquina abierto supino', 'Russian Twist', 'Dumbbell Incline Curl', 'Reverse EZ Bar Cable Curls', 'Trunk Rotation With Cable']}, {'day': 'Pull Day 3', 'exercises': ['Hammercurls on Cable', 'Cable Concentration Curl', 'Deadlifts', 'Dumbbells on Scott Machine', 'Back extensión', 'Jalón abierto supino']}, {'day': 'Leg Day', 'exercises': ['Crossbody Leg Swings', 'Calf raises, left leg', 'Squat Thrust', 'Standing Soleus Stretch', 'Sumo Deadlift', 'Bulgarian split squats right']}, {'day': 'Abs Day', 'exercises': ['Side Bends on Machine', 'Incline Plank With Alternate Floor Touch', 'Bird dog', 'Scissors', 'Full Sit Outs', 'TRX roll out']}];{'satisfaction': 8, 'progress': 9, 'adherence': 9, 'effectiveness': 8}
{'days': 5, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['push', 'legs', 'pull']};[{'day': 'Push Day 1', 'exercises': ['Handstand Pushup', 'Diagonal Shoulder Press', 'Plank Shoulter Taps', 'Push Press', 'Shoulder Press, Dumbbells', 'Pistol Squat']}, {'day': 'Push Day 2', 'exercises': ['Push OHP', 'Pause Bench', 'Benchpress Dumbbells', 'Back bridge', 'Dumbbell Triceps Extension', 'Shoulder Shrug']}, {'day': 'Pull Day 1', 'exercises': ['Curl with kettlebell two hands', 'Incline Chest-Supported Dumbbell Row', 'Deficit Deadlift', 'Lat Pull Down (narrow grip)', 'Trazioni impugnatura inversa', 'Cable Row']}, {'day': 'Pull Day 2', 'exercises': ['Biceps Curl Machine', 'Jalón cerrado supino', 'PULL OVER POLEA ALTA', 'Reverse EZ Bar Cable Curls', 'Forward shoulder rotation', 'Skydiver with arms in T-position']}, {'day': 'Leg Day', 'exercises': ['Squat box', 'Knee to Chest Stretch', 'Side Lying Hip Abduction', 'ClimbMill', 'Reverse lunges', 'Leg Extension']}, {'day': 'Cardio Day', 'exercises': ['Run - Treadmill', 'Jump rope: basic jumps', 'Jogging', 'Swimming 50m sprints', 'Running', 'Cycling cardio session']}];{'satisfaction': 7, 'progress': 7, 'adherence': 7, 'effectiveness': 10}
{'days': 5, 'split': 'upper-lower', 'goals': 'fat_loss', 'cardio': False, 'muscles': ['pull', 'abs', 'push']};[{'day': 'Push Day 1', 'exercises': ['Clean and Jerk OL', 'Pike Push Ups', 'Press de banca sentado', 'Rowing Machine', 'Close-grip Press-ups', 'Push-Ups | Incline']}, {'day': 'Push Day 2', 'exercises': ['Rear Delt Raises', 'Plank-to-Elbow Extension', 'Tricep Pushdown on Cable', 'Bent Over Rowing Reverse', 'Push Up', 'Diagonal Shoulder Press']}, {'day': 'Pull Day 1', 'exercises': ['Walking', 'Deadlifts', 'Bicipiti con trx', 'Seated Dumbbell Curls', 'Elevated prayer stretch', 'Seated W Curl']}, {'day': 'Pull Day 2', 'exercises': ['Cable Concentration Curl', 'Reverse Preacher Curl (Close Grip)', 'Forward shoulder rotation', 'Seated rear delt rise', 'TRX gorilla biceps curl', 'Hammercurls']}, {'day': 'Abs Day', 'exercises': ['Negative Crunches', 'Incline Plank With Alternate Floor Touch', 'Splinter Sit-ups', 'Abdominales sovieticas', 'Hanging Leg Raises', 'TORSO TWIST']}];{'satisfaction': 7, 'progress': 7, 'adherence': 7, 'effectiveness': 9}
{'days': 3, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['legs', 'pull', 'push', 'abs']};"[{'day': 'Push Day 1', 'exercises': ['Jerk OL', 'Pause Bench', 'Inverted Rows', 'Plate Pinch Hold', 'Arnold Shoulder Press', 'Military Press mit SZ-Bar']}, {'day': 'Pull Day 1', 'exercises': ['Rack Deadlift', 'Blackroll', ""Child's pose"", 'Jalón cerrado supino', 'Helms Row', 'Lat Pull Down (narrow grip)']}, {'day': 'Leg Day', 'exercises': ['Pistol squats right', 'Dumbbell Lunges Walking', 'Dumbbell Goblet Squat', 'ClimbMill', 'Legs Adductors', 'Side Lying Hip Abduction']}, {'day': 'Abs Day', 'exercises': ['Scissors', 'Sit-Ups (elbow to knee)', 'Bauchtrainer', 'Rotary Torso Machine', 'Leg Raises, Standing', 'Side Crunch']}, {'day': 'Cardio Day', 'exercises': ['Run', 'Jogging', 'Running', 'Run - Treadmill', 'Zone 2 Running', 'Jump rope: basic jumps']}]";{'satisfaction': 5, 'progress': 2, 'adherence': 4, 'effectiveness': 5}
{'days': 4, 'split': 'push-pull', 'goals': 'general', 'cardio': True, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Prisoner Squat', 'Romanian Deadlift', 'Pin Squat', 'Toe Touch', 'Stiff', 'Squats (Dumbbells)']}, {'day': 'Cardio Day', 'exercises': ['Run - Treadmill', 'Run', 'Jump rope: basic jumps', 'Stationary Bike', 'Running', 'Jogging']}];{'satisfaction': 1, 'progress': 2, 'adherence': 2, 'effectiveness': 9}
{'days': 3, 'split': 'full-body', 'goals': 'general', 'cardio': True, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Wall Drills', 'Squats on Multipress', 'Bulgarian split squats right', 'Wall Squat', 'Plantarflexion Stretch with Band', 'Calf Press Using Leg Press Machine']}, {'day': 'Cardio Day', 'exercises': ['Jogging', '3D lunge warmup', 'Swimming 50m sprints', 'Stationary Bike', 'Cycling cardio session', 'Run']}];{'satisfaction': 1, 'progress': 5, 'adherence': 1, 'effectiveness': 6}
{'days': 5, 'split': 'upper-lower', 'goals': 'general', 'cardio': True, 'muscles': ['legs', 'abs', 'pull', 'push']};[{'day': 'Push Day 1', 'exercises': ['Frog stand', 'Bent High Pulls', 'Back bridge', 'Schoulder Raise (Dumbbell)', 'Rowing, T-bar', 'Incline Dumbbell Fly']}, {'day': 'Push Day 2', 'exercises': ['Pike Push Ups', 'Reverse Snow Angel', 'Shoulder Raise Side and Front DB', 'TRX dips', 'Left neck stretch', 'Chest Press']}, {'day': 'Pull Day 1', 'exercises': ['Remo maquina agarre estrecho supino', 'Hammercurls on Cable', 'Remo maquina agarre estrecho', 'Rowing, Lying on Bench', 'V-BAR PULL DOWNS', 'Dumbbell Incline Curl']}, {'day': 'Pull Day 2', 'exercises': ['Remo maquina agarre estrecho supino', 'Cable Concentration Curl', 'Blackroll', 'Hyperextensions', 'Front Lever', 'Dumbbell bicep curl to press']}, {'day': 'Leg Day', 'exercises': ['Exercise Band Dorsiflexion', 'Leg Curls (standing)', 'Speed Deadlift', 'Squats', 'Side split squats left', 'Legs Abductors']}, {'day': 'Abs Day', 'exercises': ['Reverse Plank', 'Full Sit Outs', 'Standing Side Crunches', 'Reach ups', 'Incline Crutches', 'Side Dumbbell Trunk Flexion']}, {'day': 'Cardio Day', 'exercises': ['Run', 'High knees', 'Jogging', 'Run - Treadmill', 'Stationary Bike', 'Jump rope: basic jumps']}];{'satisfaction': 7, 'progress': 7, 'adherence': 7, 'effectiveness': 10}
{'days': 6, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['pull', 'abs', 'legs', 'push']};[{'day': 'Push Day 1', 'exercises': ['Incline Bench Press - Barbell', 'Turkish Get-Up', 'Front lever pull-up', 'Bent Over Rowing', 'Barbell Triceps Extension', 'Incline Dumbbell Fly']}, {'day': 'Push Day 2', 'exercises': ['Head turns', 'Push-Ups | Incline', 'Bent Over Rowing', 'Single Arm Plank to Row', 'Landmine press', 'Trazioni orizzontali']}, {'day': 'Push Day 3', 'exercises': ['Push-Ups | Parallettes', 'Incline Bench Press - Dumbbell', 'Rear Delt Raise', 'Standing biceps stretch left', 'Upright Row w/ Dumbbells', 'Back bridge']}, {'day': 'Pull Day 1', 'exercises': ['Single-arm Preacher Curl', 'Leverage Machine Iso Row', 'Incline Dumbbell Row', 'Kettlebell deadlifts', 'Elevated prayer stretch', 'Isometria trazioni impugnatura inversa']}, {'day': 'Pull Day 2', 'exercises': ['PULL OVER POLEA ALTA', 'Reverse Bar Curl', 'Shotgun Row', 'Dumbbell Hang Power Cleans', 'Curl de biceps con agarre prono', 'Cable Concentration Curl']}, {'day': 'Pull Day 3', 'exercises': ['T-Bar row', 'Close-grip Lat Pull Down', 'Biceps Curls With Barbell', 'Curl Araña', 'Muscle up', 'Skydiver with arms in T-position']}, {'day': 'Leg Day', 'exercises': ['Calf Press Using Leg Press Machine', 'Leg Presses (narrow)', 'Toe Touch', 'Elevación de talón de pie', 'Jumping Jacks', 'Standing Soleus Stretch']}, {'day': 'Abs Day', 'exercises': ['Leg Raises, Lying', 'Incline Plank With Alternate Floor Touch', 'Plate twist', 'Knee Raises', 'Side Dumbbell Trunk Flexion', 'Leg Raises, Standing']}];{'satisfaction': 8, 'progress': 9, 'adherence': 7, 'effectiveness': 8}
{'days': 3, 'split': 'full-body', 'goals': 'general', 'cardio': False, 'muscles': ['push', 'legs', 'abs', 'pull']};[{'day': 'Push Day 1', 'exercises': ['Front Plate Raise', 'Claps over the head', 'Oblicuos en TRX', 'Plank-to-Elbow Extension', 'Elliptical', 'Clean and Jerk OL']}, {'day': 'Pull Day 1', 'exercises': ['Seated rear delt rise', 'LYING DUMBBELL ROW SS SEATED SHRUG', 'Right levator scapulae stretch', 'Cable Concentration Curl', 'Reverse Bar Curl', 'Renegade Row']}, {'day': 'Leg Day', 'exercises': ['Standing Calf Stretch', 'Single Leg Extension', 'Recumbent Bike', 'Leg Presses (narrow)', 'Leg Extension', 'Single Leg RDL']}, {'day': 'Abs Day', 'exercises': ['Flutter Kicks', 'Knee Raises', 'TRX roll out', 'Flexión lateral', 'Dynamic side hold', 'L Hold']}];{'satisfaction': 1, 'progress': 1, 'adherence': 2, 'effectiveness': 1}
{'days': 5, 'split': 'full-body', 'goals': 'general', 'cardio': True, 'muscles': ['push']};[{'day': 'Push Day 1', 'exercises': ['Facepull', 'Tricep Dumbbell Kickback', 'Barbell Wrist Curl', 'Single Arm Plank to Row', 'Power Clean', 'Vpushup']}, {'day': 'Push Day 2', 'exercises': ['Incline Dumbbell Bench Press', 'Push Up HD', 'Oblicuos en TRX', 'Rowing, T-bar', 'Plank-to-Elbow Extension', 'Shrugs on Multipress']}, {'day': 'Cardio Day', 'exercises': ['Run - Treadmill', 'Jogging', 'Jump rope: basic jumps', '3D lunge warmup', 'Cycling cardio session', 'Run']}];{'satisfaction': 9, 'progress': 9, 'adherence': 8, 'effectiveness': 9}
{'days': 5, 'split': 'upper-lower', 'goals': 'general', 'cardio': False, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Hamstring Chokes', 'Side split squats left', 'Bodyweight lunge HD', 'Adduktorenmaschine', 'Split squats left', 'Leg Raise']}];{'satisfaction': 7, 'progress': 9, 'adherence': 9, 'effectiveness': 9}
{'days': 6, 'split': 'upper-lower', 'goals': 'muscle_building', 'cardio': False, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Side Lying Hip Abduction', 'Calf Raise with machine (seated)', 'Abduktion im Stand', 'Arabesque', 'Dumbbell Single-leg Hip Thrust', 'Front Squats']}];{'satisfaction': 7, 'progress': 7, 'adherence': 8, 'effectiveness': 9}
{'days': 4, 'split': 'full-body', 'goals': 'fat_loss', 'cardio': True, 'muscles': ['abs']};[{'day': 'Abs Day', 'exercises': ['Leg Raises, Lying', 'Side plank right', 'Heel Touches', 'Hollow Hold', 'Deadbug', 'Reach ups']}, {'day': 'Cardio Day', 'exercises': ['Zone 2 Running', 'Run', 'Run - Interval Training', 'High knees', 'Cycling cardio session', '3D lunge warmup']}];{'satisfaction': 2, 'progress': 1, 'adherence': 1, 'effectiveness': 8}
{'days': 4, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['legs', 'abs']};[{'day': 'Leg Day', 'exercises': ['Barbell Hip Thrust', 'Plantarflexion Stretch with Band', 'Standing Pancake Good Morning', 'Front Squats', 'Calf Press Using Leg Press Machine', 'Leg Extension']}, {'day': 'Abs Day', 'exercises': ['Heel Touches', 'Crunches', 'Crunches HD', 'TORSO TWIST', 'Incline Crutches', 'bicycle crunches']}, {'day': 'Cardio Day', 'exercises': ['High knees', 'Run', 'Jump rope: basic jumps', '3D lunge warmup', 'Jogging', 'Stationary Bike']}];{'satisfaction': 5, 'progress': 0, 'adherence': 4, 'effectiveness': 8}
{'days': 3, 'split': 'push-pull', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['pull']};[{'day': 'Pull Day 1', 'exercises': ['Dumbbell Hang Power Cleans', 'Curl de biceps con mancuernas sentado', 'LYING DUMBBELL ROW SS SEATED SHRUG', 'scorpion kick', 'Single-arm Preacher Curl', 'Dumbbells on Scott Machine']}, {'day': 'Cardio Day', 'exercises': ['Jogging', 'Run', 'Jump rope: basic jumps', 'Running', 'Cycling cardio session', 'Swimming 50m sprints']}];{'satisfaction': 1, 'progress': 2, 'adherence': 2, 'effectiveness': 3}
{'days': 5, 'split': 'push-pull', 'goals': 'general', 'cardio': False, 'muscles': ['abs', 'legs', 'pull', 'push']};[{'day': 'Push Day 1', 'exercises': ['Shoulder Press, Barbell', 'Dumbbell Bent Over Row', 'Head turns', 'TRX Tricep Extension', 'Incline Bench Press - MP', 'Incline Dumbbell Press']}, {'day': 'Push Day 2', 'exercises': ['commando pull-ups', 'Decline Pushups', 'Push-Ups | Parallettes', 'Dumbbell Bent Over Row', 'Front pull wide', 'Push-Ups']}, {'day': 'Pull Day 1', 'exercises': ['Seated rear delt rise', 'Biceps Curls With SZ-bar', 'REMO AL MENTON', 'Seated Cable Row', 'Deadlifts', 'Band pull-aparts']}, {'day': 'Pull Day 2', 'exercises': ['Deficit Deadlift', 'Walking', 'Chin tuck', 'Seated Cable Rows', 'Front neck stretch', 'Biceps Curls With SZ-bar']}, {'day': 'Leg Day', 'exercises': ['Toe Touch', 'Recumbent Bike', 'Gemelos en prensa', 'Crossbody Leg Swings', 'Alternate back lunges', 'Lunges']}, {'day': 'Abs Day', 'exercises': ['Crunches on Machine', 'Bauchtrainer', 'Ball crunches', 'Side plank right', 'Crunches', 'Seated Knee Tuck']}];{'satisfaction': 8, 'progress': 8, 'adherence': 8, 'effectiveness': 7}
{'days': 4, 'split': 'full-body', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['legs', 'pull', 'abs']};[{'day': 'Pull Day 1', 'exercises': ['Rack Deadlift', 'JALON EN BANCO INCLINADO', 'Seated Cable Row', 'Leverage Machine Iso Row', 'Head tilts', 'Quadruped thoracic rotation right']}, {'day': 'Pull Day 2', 'exercises': ['TRX gorilla biceps curl', 'Dumbbell Concentration Curl', 'Dumbbells on Scott Machine', 'Deficit Deadlift', 'Cable Concentration Curl', 'Helms Row']}, {'day': 'Leg Day', 'exercises': ['Hack Squats', 'Gemelos en prensa', 'Leg Presses (wide)', 'Barbell Lunges Walking', 'Abduktion im Stand', 'Leg Press on Hackenschmidt Machine']}, {'day': 'Abs Day', 'exercises': ['Dynamic side hold', 'Side Crunch', 'Sit-Ups (elbow to knee)', 'Reverse Plank', 'Side Bends on Machine', 'Dumbbell Crunches']}, {'day': 'Cardio Day', 'exercises': ['Run', 'Swimming 50m sprints', 'Run - Interval Training', 'Stationary Bike', 'Zone 2 Running', 'Cycling cardio session']}];{'satisfaction': 2, 'progress': 3, 'adherence': 4, 'effectiveness': 8}
{'days': 4, 'split': 'upper-lower', 'goals': 'general', 'cardio': True, 'muscles': ['legs']};[{'day': 'Leg Day', 'exercises': ['Overhead Squat', 'Weighted Step-ups', 'Reverse lunges', 'Toe Touch', 'Calf Raises on Hackenschmitt Machine', 'Sumo Deadlift']}, {'day': 'Cardio Day', 'exercises': ['Swimming 50m sprints', 'Run', 'Running', 'Stationary Bike', 'Run - Interval Training', 'Run - Treadmill']}];{'satisfaction': 3, 'progress': 4, 'adherence': 2, 'effectiveness': 10}
{'days': 3, 'split': 'push-pull', 'goals': 'muscle_building', 'cardio': True, 'muscles': ['pull']};[{'day': 'Pull Day 1', 'exercises': ['Isometria trazioni impugnatura inversa', 'Reverse Grip Barbell Curls', 'Lower Back Extensions', 'Biceps concentrado martillo (maquina)', 'Prone Scapular Retraction - Arms at Side', 'Rowing, Seated']}, {'day': 'Cardio Day', 'exercises': ['Run', 'Cycling cardio session', 'Run - Treadmill', 'Stationary Bike', 'Running', 'Run - Interval Training']}];{'satisfaction': 5, 'progress': 5, 'adherence': 4, 'effectiveness': 3}
